date,fc,v,wt,co2,o2,cer,our,p
2891,0.0001,87898,97368,1.7281,1.2018,0.19134,1.4306,29.073
2892,0.0001,87279,96654,1.7155,1.2798,0.19069,1.4201,29.084
2893,0.0001,86650,95931,1.7024,1.3252,0.19032,1.4091,29.096
2894,0.0001,86018,95204,1.6892,1.3257,0.19034,1.3982,29.11
2895,0.0001,85384,94475,1.6761,1.3119,0.19049,1.3873,29.124
2896,0.0001,84747,93743,1.6629,1.3117,0.19051,1.3763,29.139
2897,0.0001,84111,93012,1.6498,1.3052,0.1906,1.3654,29.154
2898,0.0001,83475,92281,1.6367,1.2808,0.19083,1.3545,29.168
2899,20.302,82843,91554,1.6236,1.2658,0.19099,1.3436,29.181
2900,6.0906,82214,90831,1.6106,1.239,0.19125,1.3328,29.194
2901,39.38,82286,90912,1.6059,1.2195,0.19143,1.3289,29.204
2902,11.814,82363,90998,1.6057,1.1865,0.19171,1.3288,29.212
2903,64.461,82447,91092,1.606,1.1362,0.19215,1.329,29.218
2904,38.183,82538,91192,1.6063,1.1012,0.19245,1.3292,29.221
2905,11.455,82636,91299,1.6067,1.0707,0.19272,1.3295,29.222
2906,31.067,82738,91411,1.607,1.0462,0.19293,1.3298,29.222
2907,9.32,82843,91525,1.6073,1.041,0.19297,1.33,29.22
2908,48.733,82947,91639,1.6076,1.0544,0.19286,1.3303,29.218
2909,23.017,83051,91752,1.6079,1.0673,0.19274,1.3306,29.218
2910,6.905,83153,91863,1.6083,1.0684,0.19273,1.3308,29.217
2911,2.0715,83252,91972,1.6086,1.0683,0.19273,1.3311,29.217
2912,0.62145,83348,92077,1.6089,1.0877,0.19257,1.3313,29.218
2913,0.18644,83440,92179,1.6091,1.1174,0.19231,1.3316,29.221
2914,0.055931,83529,92277,1.6094,1.142,0.19209,1.3318,29.224
2915,0.016779,83615,92372,1.6097,1.1655,0.19189,1.332,29.228
2916,0.0050338,83699,92465,1.61,1.1845,0.19172,1.3323,29.234
2917,23.734,83780,92557,1.6103,1.1805,0.19176,1.3325,29.24
2918,7.1203,83861,92647,1.6106,1.1886,0.19169,1.3328,29.246
2919,44.856,83942,92737,1.6109,1.1924,0.19165,1.333,29.252
2920,13.457,84023,92828,1.6112,1.1836,0.19173,1.3332,29.257
2921,68.56,84107,92920,1.6114,1.1736,0.19181,1.3335,29.262
2922,42.505,84192,93015,1.6117,1.1514,0.19201,1.3337,29.265
2923,12.752,84279,93111,1.6119,1.1386,0.19212,1.3339,29.267
2924,32.902,84368,93209,1.6121,1.1398,0.19211,1.334,29.268
2925,9.8707,84458,93308,1.6123,1.1262,0.19222,1.3342,29.268
2926,47.865,84548,93407,1.6124,1.1314,0.19218,1.3343,29.268
2927,22.714,84637,93505,1.6126,1.1533,0.19199,1.3344,29.269
2928,6.8143,84724,93601,1.6127,1.1669,0.19187,1.3346,29.27
2929,2.0443,84808,93694,1.6129,1.1695,0.19185,1.3347,29.272
2930,0.61329,84889,93785,1.613,1.1773,0.19178,1.3347,29.274
2931,0.18399,84968,93872,1.613,1.1905,0.19166,1.3348,29.277
2932,0.055196,85045,93958,1.6131,1.186,0.1917,1.3348,29.279
2933,0.016559,85119,94041,1.6131,1.1894,0.19167,1.3349,29.283
2934,0.0049677,85193,94123,1.6132,1.2036,0.19155,1.3349,29.287
2935,0.0014903,85267,94206,1.6132,1.2059,0.19153,1.335,29.291
2936,0.00044709,85341,94290,1.6133,1.2079,0.19151,1.335,29.296
2937,21.641,85418,94375,1.6133,1.2012,0.19157,1.335,29.298
2938,6.4922,85496,94462,1.6133,1.1954,0.19162,1.3351,29.3
2939,40.906,85577,94551,1.6134,1.1934,0.19164,1.3351,29.302
2940,12.272,85658,94641,1.6134,1.207,0.19152,1.3351,29.303
2941,296.89,60629,65611,0.75821,0.92969,0.19413,0.5296,0.023834
2942,89.068,60675,65665,0.76261,0.81638,0.1953,0.53268,0.04935
2943,568.85,60718,65716,0.76684,0.807,0.19538,0.53565,0.074691
2944,403.67,60740,65746,0.77106,0.83483,0.19509,0.5386,0.10023
2945,286.19,60751,65765,0.77527,0.87098,0.19471,0.54155,0.12575
2946,85.857,60757,65780,0.77947,0.8902,0.1945,0.54449,0.15165
2947,419.22,60761,65791,0.78368,0.89909,0.1944,0.54744,0.17769
2948,294.38,60761,65800,0.78794,0.92283,0.19415,0.55042,0.20392
2949,202.02,60763,65810,0.79222,0.91461,0.19422,0.55341,0.23035
2950,60.607,60769,65825,0.79646,0.90112,0.19435,0.55638,0.25743
2951,293.14,60780,65844,0.80072,0.89477,0.19441,0.55936,0.2845
2952,217.22,60794,65866,0.80501,0.89762,0.19437,0.56237,0.31162
2953,161.23,60809,65889,0.80929,0.90155,0.19432,0.56536,0.33914
2954,128.58,60822,65911,0.81354,0.88888,0.19445,0.56834,0.36714
2955,38.573,60833,65930,0.81779,0.8867,0.19446,0.57132,0.39519
2956,216.6,60840,65945,0.82207,0.8898,0.19442,0.57431,0.42334
2957,168.85,60844,65957,0.82634,0.90586,0.19425,0.57731,0.4519
2958,137.95,60847,65969,0.83059,0.90521,0.19424,0.58028,0.48109
2959,119.08,60852,65982,0.83479,0.90798,0.19421,0.58322,0.51075
2960,106.4,60860,65999,0.83894,0.90306,0.19425,0.58613,0.54103
2961,98.513,60873,66020,0.84342,0.96148,0.19364,0.58926,0.56832
2962,101.46,60887,66043,0.84805,0.96723,0.19357,0.59251,0.5962
2963,104.48,60900,66065,0.85266,0.96881,0.19354,0.59573,0.62467
2964,106.84,60913,66087,0.85724,0.98308,0.19339,0.59894,0.65346
2965,105.46,60923,66106,0.8618,0.99382,0.19327,0.60214,0.68257
2966,101.98,60931,66123,0.86631,0.98478,0.19335,0.6053,0.71247
2967,98.8,60938,66138,0.87076,0.97898,0.1934,0.60841,0.7433
2968,95.53,60945,66154,0.87517,0.95821,0.19361,0.6115,0.77479
2969,93.502,60954,66171,0.87955,0.96237,0.19356,0.61457,0.80668
2970,90.429,60965,66190,0.88396,0.96433,0.19353,0.61765,0.83857
2971,88.576,60978,66212,0.8884,0.96879,0.19347,0.62076,0.87012
2972,89.727,60991,66234,0.89284,0.97475,0.1934,0.62387,0.90203
2973,92.047,61005,66257,0.89724,0.96557,0.19349,0.62696,0.9344
2974,92.304,61017,66278,0.90158,0.96045,0.19354,0.63,0.96745
2975,91.455,61028,66297,0.90586,0.96513,0.19348,0.63299,1.001
2976,90.865,61037,66315,0.91009,0.97222,0.1934,0.63596,1.0349
2977,90.241,61046,66332,0.91428,0.96745,0.19344,0.6389,1.0695
2978,89.451,61055,66350,0.91848,0.97161,0.19339,0.64183,1.1038
2979,90.405,61065,66368,0.92267,0.96513,0.19345,0.64477,1.1384
2980,88.857,61076,66388,0.92682,0.96498,0.19344,0.64768,1.1735
2981,88.55,61090,66411,0.93126,1.0331,0.19273,0.65079,1.2065
2982,94.399,61104,66434,0.93586,1.0439,0.19261,0.65401,1.2396
2983,98.467,61118,66457,0.94047,1.0651,0.19238,0.65725,1.2725
2984,102.3,61131,66479,0.94511,1.0837,0.19217,0.6605,1.3051
2985,103.2,61143,66500,0.94974,1.0856,0.19215,0.66374,1.3383
2986,102.8,61154,66520,0.95434,1.0871,0.19212,0.66696,1.3722
2987,102.42,61164,66539,0.95896,1.099,0.19199,0.6702,1.4062
2988,101.65,61174,66559,0.96356,1.1069,0.1919,0.67343,1.4407
2989,103.95,61185,66579,0.96814,1.095,0.19201,0.67663,1.4759
2990,106.29,61197,66599,0.97264,1.0842,0.19212,0.67978,1.5122
2991,104.05,61210,66621,0.97707,1.0748,0.1922,0.68289,1.5488
2992,100.16,61223,66643,0.98145,1.0713,0.19223,0.68596,1.5859
2993,99.071,61237,66666,0.98576,1.0702,0.19224,0.68898,1.6234
2994,96.898,61250,66688,0.99004,1.0686,0.19224,0.69198,1.6613
2995,96.875,61262,66709,0.99435,1.0895,0.19202,0.695,1.6994
2996,96.505,61274,66730,0.99866,1.0873,0.19203,0.69802,1.7378
2997,95.123,61286,66751,1.003,1.0855,0.19204,0.70104,1.7764
2998,95.98,61298,66771,1.0072,1.0803,0.19209,0.70402,1.8153
2999,93.873,61309,66792,1.0115,1.079,0.19209,0.707,1.8543
3000,92.167,61322,66813,1.0157,1.0715,0.19216,0.70997,1.8936
3001,90.148,61335,66836,1.0201,1.1067,0.19179,0.71307,1.9316
3002,94.66,61350,66859,1.0246,1.1027,0.19182,0.71623,1.9699
3003,95.606,61365,66884,1.0291,1.0974,0.19187,0.71937,2.0086
3004,93.026,61380,66909,1.0337,1.1304,0.19152,0.72256,2.047
3005,93.877,61396,66934,1.0382,1.1403,0.19141,0.72577,2.0855
3006,94.025,61411,66958,1.0428,1.1437,0.19136,0.729,2.1239
3007,94.72,61426,66983,1.0475,1.1529,0.19126,0.73224,2.1624
3008,95.174,61441,67006,1.0521,1.1553,0.19123,0.73546,2.2016
3009,95.499,61455,67030,1.0566,1.1599,0.19117,0.73868,2.2408
3010,94.984,61469,67053,1.0613,1.1641,0.19112,0.74193,2.2798
3011,98.759,61482,67076,1.066,1.1897,0.19084,0.74521,2.319
3012,99.28,61496,67099,1.0706,1.1754,0.19098,0.74849,2.3585
3013,98.016,61510,67122,1.0753,1.1748,0.19098,0.75173,2.3985
3014,97.248,61525,67147,1.0798,1.1706,0.19101,0.75494,2.4389
3015,97.574,61541,67172,1.0844,1.1737,0.19097,0.75816,2.4795
3016,98.823,61558,67198,1.089,1.18,0.1909,0.76139,2.5201
3017,100.01,61574,67224,1.0936,1.1806,0.19088,0.7646,2.5609
3018,102.78,61591,67250,1.0982,1.1898,0.19078,0.76779,2.602
3019,104.07,61606,67275,1.1027,1.1935,0.19073,0.77099,2.6431
3020,106.21,61620,67299,1.1073,1.1857,0.1908,0.77419,2.6845
3021,109.37,61637,67325,1.0269,1.1934,0.19191,0.78309,2.7243
3022,114.31,61653,67351,1.027,1.1719,0.19211,0.78315,2.7644
3023,117.83,61670,67377,1.0311,1.1679,0.19214,0.78632,2.8045
3024,120.71,61687,67404,1.0356,1.1834,0.19199,0.7897,2.8444
3025,121.54,61705,67431,1.04,1.1736,0.19207,0.79306,2.8851
3026,119.05,61723,67460,1.0443,1.1813,0.19199,0.79641,2.9259
3027,116.97,61742,67488,1.0487,1.1897,0.1919,0.79977,2.967
3028,112.88,61760,67515,1.0531,1.1796,0.19199,0.80308,3.0089
3029,107.27,61777,67542,1.0574,1.1834,0.19195,0.80638,3.051
3030,105.94,61794,67569,1.0617,1.1877,0.1919,0.80969,3.0934
3031,107.19,61810,67595,1.0661,1.1902,0.19186,0.81303,3.1358
3032,109.36,61827,67621,1.0704,1.1878,0.19188,0.81637,3.178
3033,113.52,61844,67648,1.0748,1.1961,0.19179,0.81972,3.2206
3034,117.14,61861,67675,1.0792,1.2146,0.19161,0.82307,3.2633
3035,120.98,61880,67704,1.0836,1.2237,0.19151,0.82645,3.3057
3036,125.11,61899,67733,1.0881,1.2289,0.19145,0.82988,3.3481
3037,128.68,61918,67762,1.0926,1.2242,0.19149,0.83334,3.3904
3038,132.47,61937,67791,1.0971,1.2141,0.19158,0.8368,3.4328
3039,137.86,61955,67819,1.1016,1.2142,0.19157,0.84024,3.4758
3040,140.79,61973,67847,1.1061,1.2073,0.19163,0.84363,3.5195
3041,144.04,61992,67876,1.1108,1.2731,0.19099,0.84722,3.5603
3042,152.43,62011,67905,1.1156,1.2749,0.19096,0.85095,3.6008
3043,162.91,62029,67934,1.1205,1.2844,0.19086,0.85467,3.6419
3044,170.06,62048,67964,1.1253,1.3076,0.19063,0.85838,3.6828
3045,175.3,62068,67994,1.1301,1.3098,0.1906,0.86206,3.7246
3046,178.14,62087,68024,1.135,1.3217,0.19048,0.86578,3.7657
3047,174.5,62107,68054,1.1399,1.3275,0.19042,0.86951,3.8069
3048,174.45,62127,68084,1.1447,1.3269,0.19041,0.87323,3.8489
3049,175.04,62147,68115,1.1496,1.3407,0.19027,0.87697,3.8907
3050,176.22,62167,68145,1.1545,1.3539,0.19014,0.88073,3.9323
3051,177.54,62187,68176,1.1594,1.3407,0.19025,0.88448,3.9748
3052,176.91,62207,68206,1.1643,1.3353,0.1903,0.88822,4.0174
3053,173.52,62227,68236,1.1692,1.3569,0.19008,0.89197,4.0604
3054,173.07,62246,68267,1.1741,1.3523,0.19012,0.89571,4.1041
3055,178.24,62266,68297,1.1789,1.35,0.19013,0.89937,4.1488
3056,183.07,62285,68327,1.1837,1.3599,0.19002,0.90303,4.1932
3057,186,62305,68357,1.1884,1.342,0.19019,0.90666,4.2385
3058,181.15,62324,68386,1.1932,1.3421,0.19018,0.91029,4.2837
3059,168.2,62343,68416,1.1979,1.332,0.19026,0.91388,4.3295
3060,160.56,62363,68446,1.2026,1.3483,0.1901,0.91748,4.3754
3061,154.75,62383,68477,1.2074,1.3898,0.18969,0.92121,4.42
3062,156.26,62403,68508,1.2124,1.4071,0.18952,0.92502,4.4647
3063,159.51,62422,68538,1.2173,1.4111,0.18947,0.92878,4.5105
3064,162.22,62442,68569,1.2222,1.4229,0.18935,0.93251,4.5567
3065,163.73,62462,68599,1.2271,1.4518,0.18907,0.93627,4.6027
3066,167.1,62482,68630,1.232,1.4535,0.18904,0.94003,4.6495
3067,170.58,62502,68661,1.2369,1.4526,0.18904,0.94374,4.6968
3068,172.42,62523,68692,1.2416,1.4337,0.18921,0.9474,4.7446
3069,176.94,62543,68724,1.2464,1.4413,0.18913,0.95105,4.7924
3070,179.06,62564,68755,1.2512,1.4497,0.18904,0.95471,4.8406
3071,182.87,62685,68887,1.256,1.127,0.19209,0.95837,4.8813
3072,54.862,62807,69019,1.2607,1.1028,0.19231,0.962,4.9219
3073,301.22,62929,69153,1.2654,1.0928,0.1924,0.96561,4.9626
3074,281.17,63052,69286,1.2701,1.0981,0.19234,0.96921,5.0033
3075,251.09,63176,69421,1.2748,1.0937,0.19237,0.97281,5.0445
3076,225.2,63300,69556,1.2796,1.1001,0.1923,0.97645,5.0856
3077,200.89,63425,69691,1.2843,1.0936,0.19235,0.98008,5.127
3078,179.23,63549,69827,1.289,1.0871,0.19241,0.98367,5.1689
3079,158.58,63674,69962,1.2936,1.0625,0.19263,0.98719,5.2114
3080,47.573,63798,70097,1.2981,1.0666,0.19258,0.99068,5.2539
3081,232.43,63922,70232,1.3028,1.108,0.19218,0.99428,5.2959
3082,223.42,64046,70367,1.3076,1.1187,0.19207,0.99792,5.338
3083,203.96,64169,70501,1.3124,1.1303,0.19195,1.0016,5.3801
3084,185.12,64292,70635,1.3171,1.1226,0.19202,1.0052,5.4224
3085,164.3,64416,70769,1.3218,1.1229,0.192,1.0088,5.4651
3086,144.54,64539,70904,1.3266,1.1398,0.19184,1.0125,5.5074
3087,130,64663,71039,1.3314,1.1271,0.19195,1.0162,5.5499
3088,114.49,64788,71175,1.3361,1.1135,0.19207,1.0198,5.5925
3089,34.348,64913,71311,1.3409,1.1213,0.19198,1.0234,5.6349
3090,174.61,65039,71448,1.3456,1.1084,0.1921,1.027,5.6773
3091,161.3,65165,71585,1.3503,1.1169,0.19201,1.0306,5.7196
3092,142.64,65292,71723,1.355,1.1051,0.19211,1.0343,5.7617
3093,124.04,65418,71860,1.3598,1.1022,0.19213,1.0379,5.8036
3094,110.26,65545,71998,1.3645,1.1171,0.19198,1.0415,5.8457
3095,99.244,65672,72136,1.3693,1.1189,0.19195,1.0452,5.8876
3096,92.731,65799,72274,1.374,1.1306,0.19183,1.0488,5.9293
3097,85.93,65925,72412,1.3787,1.1373,0.19176,1.0524,5.9711
3098,79.09,66051,72548,1.3833,1.1496,0.19163,1.056,6.013
3099,23.727,66176,72685,1.388,1.1512,0.19161,1.0595,6.055
3100,121.9,66300,72820,1.3927,1.1611,0.19151,1.0631,6.097
3101,121.37,66426,72957,1.3976,1.1936,0.19119,1.0669,6.1385
3102,121.51,66552,73094,1.4025,1.1923,0.19119,1.0707,6.1801
3103,120.21,66677,73231,1.4074,1.1886,0.19122,1.0744,6.2221
3104,117.21,66804,73369,1.4123,1.1881,0.19121,1.0782,6.2639
3105,113.3,66930,73507,1.4173,1.2105,0.19099,1.082,6.3057
3106,111.92,67057,73646,1.4223,1.2306,0.19079,1.0859,6.3474
3107,110.9,67185,73785,1.4274,1.2241,0.19084,1.0897,6.3891
3108,107.88,67313,73924,1.4323,1.2222,0.19085,1.0935,6.4308
3109,101.87,67441,74064,1.4372,1.2073,0.19098,1.0972,6.473
3110,93.165,67570,74204,1.442,1.2076,0.19097,1.101,6.5151
3111,86.518,67698,74344,1.4469,1.2154,0.19089,1.1047,6.5574
3112,78.831,67827,74484,1.4516,1.2167,0.19087,1.1083,6.5998
3113,72.843,67956,74624,1.4564,1.2329,0.1907,1.112,6.6425
3114,21.853,68084,74764,1.4612,1.2445,0.19058,1.1157,6.6856
3115,113.07,68212,74903,1.466,1.2675,0.19036,1.1193,6.7286
3116,111.43,68339,75041,1.4707,1.2575,0.19044,1.123,6.7716
3117,103.81,68466,75179,1.4754,1.2626,0.19039,1.1266,6.8147
3118,94.699,68592,75317,1.4802,1.2635,0.19037,1.1302,6.8575
3119,86.484,68719,75455,1.4849,1.2531,0.19046,1.1338,6.9003
3120,77.39,68846,75593,1.4895,1.2395,0.19058,1.1373,6.9427
3121,69.051,68974,75733,1.4941,1.2429,0.19054,1.1409,6.9849
3122,62.532,69103,75873,1.4988,1.2353,0.1906,1.1445,7.0269
3123,57.837,69233,76014,1.5034,1.224,0.1907,1.148,7.0688
3124,52.375,69364,76156,1.508,1.2299,0.19063,1.1516,7.1105
3125,48.495,69494,76298,1.5126,1.2373,0.19055,1.1551,7.152
3126,14.549,69625,76440,1.5172,1.2469,0.19045,1.1586,7.1937
3127,76.661,69756,76582,1.5218,1.2435,0.19048,1.1621,7.2353
3128,79.891,69886,76723,1.5264,1.2444,0.19046,1.1657,7.2768
3129,77.055,70015,76864,1.531,1.2517,0.19038,1.1692,7.318
3130,74.645,70144,77004,1.5355,1.2452,0.19043,1.1726,7.3591
3131,72.143,70272,77143,1.54,1.2505,0.19038,1.1761,7.4003
3132,69.346,70400,77282,1.5444,1.2643,0.19024,1.1795,7.442
3133,66.695,70526,77420,1.5489,1.2726,0.19015,1.1829,7.4843
3134,64.994,70653,77557,1.5533,1.282,0.19005,1.1863,7.5268
3135,64.708,70779,77695,1.5577,1.2844,0.19002,1.1897,7.5693
3136,62.564,70906,77832,1.562,1.2813,0.19004,1.193,7.6113
3137,60.588,71033,77970,1.5663,1.2959,0.1899,1.1963,7.6533
3138,58.453,71160,78109,1.5706,1.2885,0.18996,1.1996,7.6954
3139,56.838,71289,78249,1.5749,1.2709,0.19012,1.2029,7.7371
3140,53.306,71418,78389,1.5792,1.2643,0.19017,1.2061,7.7786
3141,48.063,71549,78531,1.5835,1.2914,0.1899,1.2095,7.8207
3142,44.2,71679,78672,1.5879,1.3186,0.18964,1.2128,7.8628
3143,40.973,71810,78814,1.5923,1.3367,0.18946,1.2162,7.9052
3144,39.743,71940,78956,1.5968,1.3414,0.18941,1.2197,7.9479
3145,40.319,72070,79097,1.6014,1.3546,0.18927,1.2232,7.9909
3146,42.1,72199,79238,1.6059,1.3594,0.18922,1.2267,8.0339
3147,42.465,72328,79378,1.6104,1.3538,0.18926,1.2301,8.0765
3148,42.598,72457,79519,1.6149,1.3617,0.18918,1.2336,8.1194
3149,44.265,72587,79659,1.6195,1.3704,0.18909,1.2371,8.1621
3150,45.77,72716,79800,1.624,1.3794,0.18899,1.2406,8.2049
3151,46.814,72846,79942,1.6286,1.3986,0.1888,1.2441,8.2479
3152,48.146,72977,80085,1.6332,1.3917,0.18886,1.2476,8.2911
3153,48.783,73110,80229,1.6378,1.412,0.18866,1.2512,8.3341
3154,49.721,73243,80374,1.6425,1.423,0.18854,1.2547,8.3769
3155,50.745,73377,80520,1.6471,1.415,0.18861,1.2583,8.4194
3156,51.708,73513,80667,1.6518,1.4196,0.18856,1.2619,8.4618
3157,51.987,73650,80816,1.6565,1.4035,0.1887,1.2655,8.5036
3158,50.237,73788,80965,1.661,1.387,0.18885,1.269,8.5452
3159,47.16,73926,81115,1.6656,1.3963,0.18875,1.2725,8.5868
3160,42.875,74064,81265,1.6701,1.4008,0.1887,1.276,8.628
3161,37.591,74204,81416,1.6746,1.3997,0.1887,1.2794,8.6691
3162,33.236,74343,81566,1.6792,1.3983,0.18871,1.2829,8.7098
3163,29.281,74481,81717,1.6837,1.4104,0.18858,1.2864,8.7508
3164,8.7843,74620,81866,1.6881,1.3966,0.18871,1.2898,8.7915
3165,44.484,74757,82015,1.6927,1.4089,0.18858,1.2933,8.8321
3166,42.393,74894,82164,1.6972,1.4147,0.18852,1.2967,8.8727
3167,39.317,75031,82312,1.7017,1.4275,0.18839,1.3002,8.9137
3168,36.66,75167,82460,1.7062,1.4237,0.18842,1.3037,8.9545
3169,32.731,75303,82607,1.7106,1.398,0.18865,1.3071,8.9952
3170,28.734,75438,82754,1.7151,1.3972,0.18865,1.3105,9.0359
3171,25.048,75574,82902,1.7195,1.4052,0.18857,1.3139,9.0764
3172,21.757,75710,83049,1.7239,1.4163,0.18845,1.3172,9.1165
3173,18.489,75845,83195,1.7282,1.4194,0.18841,1.3205,9.1564
3174,14.488,75980,83342,1.7324,1.4131,0.18847,1.3238,9.1963
3175,11.13,76115,83488,1.7367,1.413,0.18846,1.3271,9.2362
3176,9.0585,76250,83634,1.741,1.4159,0.18842,1.3304,9.2761
3177,7.2531,76384,83780,1.7453,1.416,0.18841,1.3337,9.3159
3178,5.7328,76518,83926,1.7496,1.4337,0.18824,1.337,9.3564
3179,6.3957,76651,84070,1.7539,1.4227,0.18833,1.3403,9.3965
3180,5.5368,76784,84215,1.7582,1.4235,0.18832,1.3436,9.4367
3181,5.7567,76917,84360,1.7627,1.4629,0.18793,1.3471,9.478
3182,9.7643,77050,84504,1.7673,1.4701,0.18786,1.3506,9.5194
3183,13.265,77182,84648,1.7718,1.4692,0.18786,1.3541,9.5606
3184,15.823,77313,84791,1.7764,1.4655,0.18788,1.3576,9.6022
3185,18.264,77444,84934,1.7809,1.4719,0.18782,1.3611,9.644
3186,20.666,77575,85077,1.7855,1.4705,0.18782,1.3646,9.6855
3187,22.56,77705,85219,1.7901,1.4679,0.18784,1.3681,9.7267
3188,23.5,77836,85362,1.7946,1.4631,0.18787,1.3716,9.768
3189,23.819,77967,85505,1.7992,1.4661,0.18784,1.3751,9.8091
3190,24.268,78099,85649,1.8037,1.479,0.1877,1.3786,9.851
3191,25.251,78232,85793,1.8083,1.4839,0.18765,1.3821,9.8925
3192,24.66,78366,85939,1.8129,1.4854,0.18763,1.3856,9.9345
3193,24.725,78500,86086,1.8174,1.478,0.18769,1.3891,9.9765
3194,23.81,78635,86233,1.822,1.4914,0.18755,1.3926,10.019
3195,23.315,78770,86380,1.8265,1.4756,0.18769,1.3961,10.061
3196,22.375,78825,86447,1.831,1.785,0.18474,1.3995,10.113
3197,51.55,78879,86513,1.8356,1.8371,0.18423,1.4031,10.166
3198,77.477,78933,86579,1.8402,1.8594,0.18401,1.4066,10.219
3199,97.291,78986,86644,1.8448,1.8655,0.18394,1.4101,10.273
3200,111.81,79038,86708,1.8493,1.8659,0.18393,1.4136,10.326
3201,121.34,79094,86778,1.8546,2.0332,0.18232,1.4177,10.38
3202,146.74,79151,86849,1.8604,2.0515,0.18213,1.4222,10.435
3203,166.75,79208,86920,1.8664,2.0597,0.18204,1.4267,10.488
3204,184.39,79267,86993,1.8724,2.0754,0.18188,1.4313,10.542
3205,201.98,79328,87068,1.8783,2.0729,0.18189,1.436,10.596
3206,213.67,79391,87145,1.8843,2.0832,0.18178,1.4406,10.65
3207,224.38,79455,87224,1.8904,2.0803,0.1818,1.4452,10.703
3208,228.31,79522,87304,1.8963,2.0603,0.18198,1.4498,10.757
3209,225.86,79590,87386,1.9022,2.0568,0.182,1.4543,10.81
3210,222.97,79659,87469,1.9081,2.0508,0.18205,1.4588,10.863
3211,221.27,79729,87552,1.914,2.0645,0.18191,1.4634,10.916
3212,217.1,79799,87637,1.9199,2.0737,0.18181,1.4679,10.969
3213,211.31,79870,87722,1.9258,2.077,0.18177,1.4724,11.023
3214,205.39,79942,87807,1.9317,2.0782,0.18174,1.477,11.076
3215,197.97,80013,87893,1.9376,2.0931,0.18159,1.4815,11.13
3216,194.35,80085,87979,1.9436,2.0893,0.18161,1.4861,11.184
3217,193.61,80156,88064,1.9494,2.0825,0.18167,1.4906,11.238
3218,187.74,80228,88150,1.9552,2.0747,0.18173,1.4951,11.292
3219,183.18,80300,88236,1.961,2.0712,0.18176,1.4995,11.347
3220,178.52,80371,88321,1.9667,2.0618,0.18183,1.5039,11.401
3221,174.1,80437,88398,1.9712,1.7984,0.18435,1.5074,11.448
3222,52.23,80501,88473,1.9751,1.7714,0.1846,1.5103,11.495
3223,230.74,80563,88545,1.9789,1.7907,0.18441,1.5133,11.542
3224,222.24,80621,88614,1.9827,1.8043,0.18427,1.5162,11.589
3225,199.93,80666,88670,1.9865,1.8509,0.18382,1.5191,11.638
3226,181.03,80708,88724,1.9902,1.8781,0.18355,1.522,11.687
3227,165.56,80750,88776,1.9939,1.8867,0.18346,1.5249,11.736
3228,151.43,80792,88829,1.9977,1.8904,0.18342,1.5277,11.785
3229,138.04,80837,88885,2.0014,1.885,0.18346,1.5306,11.833
3230,127.29,80885,88944,2.0052,1.8662,0.18364,1.5335,11.881
3231,38.186,80936,89006,2.0089,1.8453,0.18383,1.5364,11.928
3232,162.44,80989,89069,2.0127,1.8385,0.18389,1.5393,11.975
3233,157.06,81043,89134,2.0164,1.8215,0.18404,1.5421,12.021
3234,141.53,81097,89199,2.02,1.8236,0.18402,1.5449,12.067
3235,129.33,81150,89263,2.0237,1.8439,0.18381,1.5478,12.115
3236,119.13,81202,89326,2.0274,1.8392,0.18385,1.5506,12.161
3237,110.61,81252,89387,2.031,1.866,0.18359,1.5534,12.208
3238,103.39,81300,89446,2.0347,1.8819,0.18343,1.5563,12.256
3239,97.78,81347,89504,2.0384,1.9019,0.18323,1.5591,12.304
3240,94.472,81393,89560,2.0422,1.9097,0.18315,1.562,12.353
3241,92.147,81439,89618,2.0459,1.9206,0.18304,1.5649,12.402
3242,89.519,81486,89676,2.0498,1.9303,0.18294,1.5678,12.451
3243,87.869,81536,89737,2.0536,1.9281,0.18296,1.5708,12.5
3244,84.291,81587,89799,2.0573,1.9277,0.18295,1.5737,12.548
3245,81.088,81639,89862,2.0611,1.9101,0.18311,1.5765,12.595
3246,75.369,81691,89925,2.0648,1.9144,0.18307,1.5794,12.642
3247,22.611,81744,89989,2.0685,1.9129,0.18307,1.5823,12.69
3248,102.64,81796,90052,2.0722,1.923,0.18297,1.5851,12.737
3249,102.82,81847,90115,2.0759,1.9406,0.18279,1.588,12.785
3250,98.721,81897,90176,2.0797,1.9535,0.18266,1.5909,12.833
3251,96.195,81946,90236,2.0834,1.9718,0.18248,1.5937,12.881
3252,94.712,81994,90295,2.0871,1.9914,0.18229,1.5966,12.929
3253,92.99,82042,90354,2.0909,2.0261,0.18195,1.5995,12.978
3254,93.013,82089,90412,2.0948,2.0414,0.18179,1.6025,13.027
3255,92.595,82136,90471,2.0987,2.058,0.18163,1.6055,13.076
3256,92.632,82184,90530,2.1026,2.0693,0.18151,1.6085,13.125
3257,90.929,82232,90590,2.1064,2.0552,0.18164,1.6115,13.174
3258,88.728,82281,90651,2.1103,2.0585,0.1816,1.6145,13.222
3259,87.028,82331,90711,2.1142,2.0678,0.1815,1.6175,13.27
3260,84.977,82380,90772,2.1181,2.0818,0.18136,1.6205,13.319
3261,84.397,82429,90832,2.122,2.0865,0.18131,1.6235,13.367
3262,83.879,82477,90892,2.126,2.1002,0.18117,1.6265,13.415
3263,82.251,82525,90952,2.1298,2.097,0.1812,1.6295,13.463
