date,vsf,eb,edo,eco2,tg,p
898,0.07055,93.5193,17.069,3.0579,102.7131,1.054
899,0.0705,93.5851,17.1076,3.1397,102.9575,1.0582
900,0.0704,92.9228,17.1457,3.0924,103.1983,1.0625
901,0.07025,93.7234,17.1831,3.1753,103.4349,1.067
902,0.07005,93.1774,17.2197,3.0636,103.6665,1.0718
903,0.0699,93.3325,17.2553,3.0895,103.8922,1.0769
904,0.0698,93.2178,17.2899,3.0129,104.1118,1.0823
905,0.0697,93.3501,17.3237,3.0636,104.3259,1.088
906,0.06955,93.2605,17.3566,3.2002,104.5349,1.0939
907,0.0695,93.5545,17.3888,3.1516,104.7388,1.1
908,0.06945,93.7288,17.4201,3.1096,104.938,1.1063
909,0.0695,93.3364,17.4508,3.161,105.1331,1.1128
910,0.0695,93.368,17.4811,3.1092,105.3251,1.1193
911,0.06955,93.2709,17.5109,3.1834,105.5148,1.1257
912,0.0696,93.5888,17.5404,3.0471,105.7023,1.1322
913,0.0696,93.2649,17.5696,3.2257,105.8882,1.1386
914,0.06965,93.4442,17.5985,3.1724,106.072,1.145
915,0.0696,93.308,17.627,3.2034,106.2541,1.1513
916,0.06965,93.3864,17.6552,3.1334,106.4337,1.1577
917,0.06975,93.4981,17.683,3.1018,106.6109,1.164
918,0.0698,93.5524,17.7106,3.1038,106.7869,1.1703
919,0.06985,93.2054,17.738,3.0685,106.9617,1.1765
920,0.07,93.2437,17.7652,3.1968,107.1351,1.1826
921,0.0701,93.2863,17.7923,3.1024,107.308,1.1886
922,0.07025,93.2806,17.8193,3.2676,107.4807,1.1944
923,0.0704,93.493,17.8463,3.1658,107.6535,1.2
924,0.0705,93.2855,17.8734,3.28,107.8267,1.2055
925,0.07065,93.2303,17.9006,3.2052,108.0002,1.2107
926,0.07085,92.9639,17.9277,3.1509,108.1739,1.2158
927,0.071,93.2876,17.955,3.223,108.3485,1.2207
928,0.0712,93.415,17.9824,3.3154,108.5241,1.2254
929,0.0713,93.4755,18.01,3.2007,108.7008,1.2299
930,0.07145,93.4347,18.0377,3.2098,108.8783,1.2342
931,0.0716,93.1936,18.0654,3.2564,109.056,1.2384
932,0.07175,93.1573,18.0932,3.2663,109.2343,1.2424
933,0.072,93.5047,18.121,3.2149,109.4131,1.2463
934,0.0723,92.8261,18.1491,3.2811,109.5932,1.25
935,0.0727,93.4504,18.1775,3.2061,109.7758,1.2535
936,0.073,93.2477,18.2065,3.2444,109.9623,1.2565
937,0.0732,93.0396,18.2362,3.3262,110.153,1.2592
938,0.07335,93.2753,18.2663,3.3185,110.3467,1.2615
939,0.07345,93.0341,18.2967,3.3558,110.542,1.2638
940,0.07345,93.3555,18.3271,3.3081,110.7377,1.266
941,0.07355,93.4445,18.3573,3.3222,110.9324,1.2683
942,0.07365,93.4226,18.3874,3.2401,111.1257,1.2706
943,0.07375,93.1006,18.4172,3.3091,111.3181,1.273
944,0.07385,92.9675,18.4469,3.3234,111.5098,1.2755
945,0.0739,92.9584,18.4766,3.2834,111.7008,1.2779
946,0.074,92.9161,18.506,3.3907,111.8908,1.2805
947,0.0741,92.9735,18.5353,3.3855,112.0798,1.283
948,0.07415,92.6994,18.5644,3.2839,112.2679,1.2856
949,0.0743,93.1303,18.5934,3.2424,112.4551,1.2883
950,0.0745,93.1505,18.6222,3.22,112.6416,1.2909
951,0.0747,93.0013,18.6511,3.3268,112.8285,1.2935
952,0.07485,92.8765,18.6802,3.2705,113.0166,1.2959
953,0.07495,93.0081,18.7094,3.2875,113.2056,1.2982
954,0.07495,92.8901,18.7386,3.4028,113.3948,1.3005
955,0.0749,92.9308,18.7676,3.2816,113.5831,1.3028
956,0.07495,93.0768,18.7963,3.3591,113.7689,1.3053
957,0.0751,93.0768,18.8246,3.3066,113.9522,1.3079
958,0.07535,92.7465,18.8527,3.2739,114.1344,1.3106
959,0.07565,93.1099,18.8808,3.4207,114.3173,1.3132
960,0.076,92.8273,18.9093,3.4082,114.5024,1.3156
961,0.07625,92.7071,18.9383,3.4029,114.6909,1.3176
962,0.07655,92.4501,18.9679,3.3749,114.8828,1.3194
963,0.07685,92.6408,18.9979,3.3656,115.0779,1.3209
964,0.07715,92.8571,19.0284,3.3742,115.2762,1.3221
965,0.07745,92.7137,19.0593,3.4255,115.4778,1.3231
966,0.07765,92.5034,19.0908,3.3825,115.6827,1.3239
967,0.0778,92.967,19.1227,3.3424,115.8902,1.3246
968,0.07795,93.0581,19.1547,3.3441,116.0989,1.3252
969,0.078,92.7456,19.1868,3.4845,116.3081,1.3258
970,0.078,92.8265,19.2188,3.4083,116.5169,1.3265
971,0.078,92.9877,19.2505,3.3086,116.7238,1.3274
972,0.0781,92.6708,19.2818,3.3798,116.9282,1.3286
973,0.07815,92.6307,19.3128,3.3943,117.1306,1.3299
974,0.07825,92.8482,19.3435,3.4515,117.3314,1.3314
975,0.0783,92.7194,19.374,3.5138,117.5306,1.3331
976,0.0783,92.6623,19.4042,3.51,117.7285,1.3349
977,0.0782,92.6616,19.4341,3.429,117.9242,1.3368
978,0.07805,92.746,19.4635,3.4223,118.1167,1.339
979,0.07795,92.9109,19.4922,3.4704,118.3045,1.3416
980,0.07785,92.8096,19.52,3.4865,118.4872,1.3446
981,0.07785,92.945,19.5471,3.4737,118.665,1.3479
982,0.0778,92.929,19.5736,3.457,118.8387,1.3516
983,0.0778,92.7661,19.5995,3.4144,119.0088,1.3554
984,0.0778,92.6481,19.6249,3.4131,119.1756,1.3594
985,0.0778,92.6049,19.6499,3.461,119.3396,1.3636
986,0.07785,92.7949,19.6744,3.4269,119.5009,1.3679
987,0.078,92.8694,19.6986,3.4051,119.6601,1.3723
988,0.07815,92.7704,19.7226,3.4869,119.8182,1.3767
989,0.0784,92.7821,19.7466,3.3826,119.9764,1.3809
990,0.07865,92.5416,19.7708,3.4851,120.1358,1.3849
991,0.07895,92.5069,19.7953,3.5421,120.2974,1.3887
992,0.0792,92.2494,19.8203,3.4875,120.4619,1.392
993,0.07955,92.8888,19.8457,3.4478,120.6296,1.395
994,0.0799,92.4187,19.8716,3.4616,120.8008,1.3976
995,0.08035,92.6178,19.8982,3.4987,120.9763,1.3998
996,0.08075,92.7373,19.9256,3.4854,121.1572,1.4015
997,0.0812,92.5142,19.9538,3.4485,121.3437,1.4028
998,0.0816,92.2093,19.983,3.5621,121.5363,1.4035
999,0.08195,92.1416,20.013,3.5774,121.7347,1.4039
1000,0.0823,92.6335,20.0437,3.5101,121.9383,1.4038
1001,0.0826,92.2338,20.0752,3.5729,122.1463,1.4035
1002,0.0829,92.4173,20.1072,3.5191,122.3583,1.403
1003,0.08315,92.503,20.1396,3.6263,122.5735,1.4023
1004,0.08335,92.5475,20.1725,3.4787,122.7916,1.4015
1005,0.08355,92.365,20.2057,3.4801,123.0114,1.4007
1006,0.0838,92.3794,20.239,3.6052,123.2325,1.3999
1007,0.08395,92.2837,20.2725,3.6014,123.455,1.399
1008,0.08405,92.2876,20.3061,3.5653,123.6784,1.3983
1009,0.08405,92.1715,20.3397,3.6156,123.9017,1.3976
1010,0.08405,92.1489,20.3731,3.674,124.1235,1.3972
1011,0.084,92.2051,20.406,3.5428,124.3426,1.397
1012,0.0839,92.1535,20.4384,3.5287,124.5585,1.3972
1013,0.0837,92.2399,20.4702,3.7234,124.7701,1.3978
1014,0.08355,92.3208,20.5012,3.5577,124.9763,1.3989
1015,0.0833,92.2344,20.5311,3.4522,125.1762,1.4005
1016,0.08315,92.387,20.5601,3.6257,125.3693,1.4027
1017,0.08305,92.2001,20.588,3.5366,125.5554,1.4054
1018,0.083,92.4586,20.6149,3.5889,125.7356,1.4086
1019,0.0829,92.0733,20.6412,3.5648,125.9108,1.4121
1020,0.08285,92.2671,20.6667,3.596,126.0815,1.4159
1021,0.0828,92.0195,20.6915,3.666,126.2478,1.42
1022,0.08275,92.1102,20.7158,3.6576,126.4101,1.4243
1023,0.08265,92.0818,20.7395,3.5899,126.5687,1.4289
1024,0.08265,92.3226,20.7625,3.5556,126.7232,1.4337
1025,0.08265,92.188,20.785,3.7572,126.8738,1.4387
1026,0.08255,92.1081,20.807,3.6521,127.0215,1.4438
1027,0.08255,92.2565,20.8285,3.5473,127.1657,1.4491
1028,0.0826,92.2326,20.8494,3.675,127.3064,1.4545
1029,0.0827,92.1716,20.87,3.6486,127.4447,1.46
1030,0.0828,92.0283,20.8903,3.6312,127.5815,1.4655
1031,0.08285,92.3445,20.9106,3.6823,127.7177,1.4708
1032,0.08295,92.251,20.9307,3.6168,127.8532,1.4761
1033,0.0831,92.3281,20.9507,3.6441,127.9879,1.4813
1034,0.08315,92.4395,20.9707,3.5613,128.1226,1.4862
1035,0.08325,92.0019,20.9906,3.6692,128.257,1.4911
1036,0.08325,92.2501,21.0105,3.6551,128.3909,1.4959
1037,0.0832,91.9979,21.0302,3.5097,128.5237,1.5006
1038,0.0832,92.1548,21.0495,3.5166,128.6542,1.5055
1039,0.083275,92.2194,21.0684,3.7165,128.7819,1.5105
1040,0.08325,91.9628,21.087,3.6292,128.9076,1.5155
1041,0.083175,91.9784,21.1053,3.6679,129.0314,1.5205
1042,0.0831,92.2414,21.1232,3.611,129.1522,1.5257
1043,0.083125,92.2206,21.1405,3.6761,129.2694,1.5311
1044,0.0831,92.3596,21.1573,3.6257,129.3834,1.5367
1045,0.083075,91.8948,21.1737,3.7769,129.4947,1.5423
1046,0.08315,92.3039,21.1897,3.7344,129.6034,1.5481
1047,0.083175,92.2883,21.2054,3.5633,129.7099,1.5538
1048,0.0832,92.4499,21.2209,3.7828,129.8151,1.5595
1049,0.083275,92.1962,21.2362,3.688,129.9186,1.5652
1050,0.08335,92.2282,21.2512,3.7184,130.0209,1.5708
1051,0.083475,92.1937,21.2661,3.7628,130.1224,1.5763
1052,0.08365,92.0254,21.281,3.7287,130.2238,1.5817
1053,0.083825,92.2486,21.296,3.7751,130.3259,1.5868
1054,0.08405,91.9099,21.3112,3.6575,130.4294,1.5915
1055,0.084325,91.9976,21.3267,3.6431,130.5351,1.5959
1056,0.08465,92.1378,21.3427,3.7339,130.6438,1.5998
1057,0.0579,95.806,6.9268,1.571,40.1383,0.080206
1058,0.0581,95.5609,7.0322,1.5641,40.7596,0.088846
1059,0.0582,95.6229,7.1376,1.5831,41.3814,0.097403
1060,0.05825,95.5056,7.2412,1.5416,41.9932,0.10583
1061,0.0582,95.6265,7.3445,1.5044,42.6028,0.11407
1062,0.0581,95.45,7.4482,1.6107,43.2153,0.12224
1063,0.05795,95.4084,7.5503,1.6815,43.8183,0.13042
1064,0.0578,95.2478,7.6502,1.652,44.4085,0.1385
1065,0.0577,95.273,7.7495,1.6959,44.9959,0.14647
1066,0.0576,95.7747,7.8485,1.6763,45.581,0.15445
1067,0.05755,95.845,7.9457,1.7297,46.1559,0.16245
1068,0.05755,95.2433,8.0415,1.7843,46.7227,0.17039
1069,0.0576,95.3785,8.1369,1.6529,47.2875,0.17827
1070,0.05775,95.399,8.2314,1.6629,47.8474,0.18616
1071,0.0579,95.2904,8.3248,1.6819,48.4004,0.19396
1072,0.058,95.6697,8.418,1.8247,48.9526,0.20165
1073,0.0581,95.4031,8.5111,1.821,49.5049,0.2093
1074,0.05825,95.1792,8.6032,1.7435,50.0507,0.21693
1075,0.05845,95.038,8.6943,1.823,50.5911,0.22442
1076,0.0586,95.2413,8.7856,1.7368,51.1327,0.23177
1077,0.05875,95.2098,8.8768,1.8183,51.6741,0.23907
1078,0.0589,94.928,8.9672,1.9687,52.2108,0.2463
1079,0.0591,95.2666,9.0574,1.842,52.7469,0.25343
1080,0.0594,95.1204,9.1477,1.906,53.2837,0.26054
1081,0.05975,95.3417,9.2373,1.9016,53.8163,0.26761
1082,0.0601,95.0202,9.3265,1.8785,54.3468,0.27451
1083,0.0605,95.1076,9.4164,1.8403,54.8811,0.28124
1084,0.06095,94.8563,9.5066,1.8044,55.4182,0.28787
1085,0.0613,94.9501,9.5968,1.9087,55.9548,0.29437
1086,0.06165,95.1194,9.6875,1.8967,56.4949,0.30071
1087,0.06195,95.1146,9.7788,1.8863,57.0392,0.30699
1088,0.06215,94.8538,9.8697,2.0121,57.5807,0.31324
1089,0.06225,95.2801,9.9601,1.9373,58.1195,0.31935
1090,0.06225,94.7518,10.0507,2.0096,58.6598,0.32539
1091,0.0623,94.9904,10.1409,2.0347,59.198,0.33147
1092,0.0624,94.7888,10.2299,2.0047,59.7296,0.33758
1093,0.06255,94.6457,10.3187,2.0585,60.2593,0.34366
1094,0.0627,95.0222,10.4073,2.1466,60.7889,0.3498
1095,0.0628,94.7292,10.4949,1.9731,61.3126,0.35599
1096,0.0629,94.6051,10.5817,2.0364,61.8311,0.36211
1097,0.06305,94.5845,10.6685,2.0533,62.35,0.36817
1098,0.0632,94.66,10.7549,2.0084,62.867,0.37426
1099,0.06335,94.5837,10.8404,2.109,63.3791,0.38033
1100,0.06345,94.5567,10.9259,2.1701,63.891,0.38634
1101,0.0636,94.487,11.0114,2.2673,64.4031,0.3924
1102,0.0637,94.3349,11.0959,2.2305,64.9094,0.39851
1103,0.06385,94.4871,11.1796,2.2278,65.4107,0.40455
1104,0.0639,94.1684,11.2633,2.1074,65.9128,0.41052
1105,0.064,94.4102,11.3466,2.2296,66.4126,0.41654
1106,0.06405,94.4457,11.429,2.2668,66.9068,0.42255
1107,0.06405,94.4567,11.5111,2.197,67.3997,0.42852
1108,0.06415,94.5439,11.5929,2.2613,67.8914,0.4346
1109,0.06435,94.1545,11.6736,2.1386,68.3762,0.44077
1110,0.0646,94.1229,11.7535,2.2944,68.8562,0.44685
1111,0.0648,94.6777,11.8336,2.1457,69.3382,0.45282
1112,0.065,94.7838,11.9137,2.1702,69.8198,0.45877
1113,0.06515,94.4327,11.9931,2.238,70.2979,0.46465
1114,0.0653,94.1156,12.0727,2.282,70.7768,0.47044
1115,0.0654,94.3015,12.1523,2.4251,71.2563,0.47628
1116,0.06545,94.2203,12.231,2.3607,71.7305,0.48217
1117,0.06545,93.7782,12.3089,2.3129,72.2002,0.48801
1118,0.0655,94.1426,12.3867,2.3885,72.6692,0.49384
1119,0.06555,94.0957,12.4638,2.3511,73.1344,0.49977
1120,0.0656,94.1907,12.5398,2.3182,73.5933,0.50572
1121,0.0656,94.0897,12.6156,2.3433,74.051,0.51163
1122,0.0657,93.4069,12.691,2.3673,74.5063,0.51766
1123,0.0657,93.8374,12.7653,2.4216,74.9553,0.52374
1124,0.06575,93.7503,12.8389,2.4157,75.4003,0.52977
1125,0.0658,93.8471,12.9123,2.4396,75.8442,0.53582
1126,0.06595,93.6364,12.985,2.4595,76.284,0.54195
1127,0.06615,93.9104,13.0569,2.3022,76.7194,0.54805
1128,0.0663,93.7506,13.1289,2.5008,77.1551,0.55406
1129,0.0664,94.0077,13.2007,2.4458,77.5903,0.5601
1130,0.0665,93.7548,13.2718,2.4832,78.0212,0.56612
1131,0.06655,93.9641,13.3426,2.5409,78.4502,0.57207
1132,0.06665,93.5756,13.4131,2.5122,78.878,0.57802
1133,0.06675,93.4659,13.483,2.4892,79.3021,0.58401
1134,0.0669,93.6159,13.5524,2.6156,79.7231,0.58997
1135,0.0671,93.8861,13.6216,2.5641,80.1434,0.59588
1136,0.0674,93.965,13.6906,2.4941,80.5624,0.60179
1137,0.0677,93.6156,13.7593,2.5596,80.9801,0.60761
1138,0.06795,93.9839,13.8282,2.5317,81.3989,0.61327
1139,0.0682,93.6451,13.8972,2.7201,81.8191,0.61883
1140,0.0684,93.6684,13.9662,2.5144,82.2389,0.62431
1141,0.06855,93.5657,14.0351,2.6709,82.6585,0.62968
1142,0.0686,93.4929,14.104,2.5413,83.0781,0.635
1143,0.0687,93.6311,14.1725,2.5498,83.4955,0.64034
1144,0.0688,93.6742,14.2405,2.5699,83.91,0.64569
1145,0.06895,93.5121,14.3082,2.5505,84.3226,0.65105
1146,0.06905,93.0368,14.3755,2.6418,84.7334,0.65643
1147,0.0692,93.9212,14.4424,2.604,85.1417,0.66181
1148,0.0693,93.3273,14.5089,2.6589,85.5482,0.66718
1149,0.0694,93.8458,14.5752,2.6983,85.9531,0.67255
1150,0.06955,93.6661,14.6411,2.5463,86.3556,0.67794
1151,0.06975,92.9668,14.7066,2.5698,86.7561,0.68331
1152,0.0699,93.4421,14.7719,2.7552,87.1556,0.68864
1153,0.07005,93.4722,14.837,2.6545,87.5541,0.69395
1154,0.0701,93.5558,14.9018,2.6395,87.9512,0.69923
1155,0.07015,93.5056,14.9664,2.682,88.3464,0.70452
1156,0.07015,93.4914,15.0304,2.725,88.7389,0.70986
1157,0.0701,93.4284,15.0938,2.6513,89.1278,0.71527
1158,0.07005,93.4429,15.1566,2.7365,89.5127,0.72078
1159,0.07005,93.6709,15.2186,2.7685,89.8931,0.72641
1160,0.07015,93.4473,15.2798,2.7491,90.2689,0.73215
1161,0.0703,93.3069,15.3404,2.7564,90.6414,0.73794
1162,0.0705,93.3252,15.4007,2.6811,91.0118,0.74373
1163,0.07075,93.4211,15.4608,2.7344,91.3811,0.74947
1164,0.07105,93.275,15.5208,2.7166,91.75,0.75512
1165,0.07125,93.1096,15.5808,2.8007,92.1197,0.76063
1166,0.07145,93.0406,15.641,2.7832,92.4899,0.76603
1167,0.0716,93.2665,15.7011,2.783,92.8601,0.77134
1168,0.07185,93.3712,15.7611,2.7831,93.2297,0.77659
1169,0.07205,93.4077,15.821,2.8106,93.599,0.78176
1170,0.0722,93.3087,15.8809,2.7824,93.9682,0.78686
1171,0.07235,92.9842,15.9406,2.8241,94.3369,0.7919
1172,0.0725,93.2506,16.0002,2.7671,94.7046,0.79691
1173,0.07265,92.8917,16.0596,2.8745,95.0712,0.8019
1174,0.0729,93.0323,16.1187,2.8139,95.4366,0.80687
1175,0.0732,92.7791,16.1777,2.8017,95.8015,0.81177
1176,0.0735,93.2483,16.2368,2.9442,96.1671,0.81657
1177,0.0739,93.058,16.2961,2.8385,96.5338,0.82124
1178,0.0743,93.1138,16.3557,2.9331,96.9026,0.82572
1179,0.0746,92.8843,16.4157,2.9124,97.2743,0.83001
1180,0.0748,92.9344,16.4761,3.0518,97.6484,0.83413
1181,0.07505,92.6529,16.5366,2.8108,98.0236,0.83815
1182,0.07535,92.585,16.5972,2.9742,98.3993,0.84211
1183,0.07555,92.6071,16.6579,2.9856,98.7757,0.84599
1184,0.0757,93.1059,16.7186,3.0031,99.1527,0.84982
1185,0.0759,92.8167,16.7793,2.9702,99.5292,0.85363
1186,0.0761,92.6658,16.8397,2.9705,99.9051,0.85746
1187,0.07625,92.6073,16.9001,3.0529,100.2804,0.86127
1188,0.0763,92.4825,16.9603,2.9348,100.6548,0.8651
1189,0.0764,92.9029,17.0202,2.9581,101.0275,0.86899
1190,0.07645,92.8261,17.0797,3.0135,101.3978,0.87296
1191,0.07655,92.7123,17.1387,3.0419,101.7655,0.87703
1192,0.07665,92.6928,17.1973,2.9168,102.1307,0.88119
1193,0.0767,92.8328,17.2555,3.0475,102.4935,0.88542
1194,0.07665,92.7879,17.3132,3.0531,102.8537,0.88973
1195,0.07655,92.8377,17.3704,3.0494,103.2103,0.89419
1196,0.0764,92.3726,17.4267,3.0507,103.5621,0.89883
1197,0.0762,92.4328,17.4821,3.0387,103.9082,0.9037
1198,0.076,92.7712,17.5364,3.1722,104.2477,0.90886
1199,0.0759,92.7483,17.5896,3.1843,104.5799,0.91432
1200,0.07585,92.7422,17.6416,3.0413,104.9055,0.92003
1201,0.07575,92.5559,17.6927,3.1226,105.2255,0.92594
1202,0.0756,92.5711,17.743,3.119,105.5403,0.93202
1203,0.07555,92.4596,17.7923,3.164,105.8494,0.93829
1204,0.07545,92.5079,17.8407,3.1155,106.153,0.94473
1205,0.0754,92.7644,17.8883,3.1005,106.4515,0.95133
1206,0.0753,92.5611,17.9351,3.1378,106.745,0.95806
1207,0.07525,92.5445,17.981,3.0597,107.0337,0.96493
1208,0.07525,92.5686,18.0262,3.1353,107.3175,0.97192
1209,0.0753,92.1764,18.0707,3.0452,107.5971,0.97898
1210,0.0754,92.8524,18.1147,3.2489,107.8735,0.98606
1211,0.0754,92.3627,18.1582,3.1394,108.1475,0.9931
1212,0.0754,92.8486,18.2014,3.2175,108.4191,1.0001
1213,0.07545,92.4412,18.244,3.2971,108.6877,1.0071
1214,0.0756,92.5547,18.2862,3.1342,108.9536,1.0141
1215,0.07575,92.3319,18.3281,3.1718,109.2178,1.021
1216,0.07595,92.7072,18.3699,3.1626,109.4811,1.0278
1217,0.0761,92.4119,18.4116,3.1853,109.7443,1.0345
1218,0.07625,92.3786,18.4533,3.2681,110.0074,1.0409
1219,0.07635,92.4656,18.4949,3.1019,110.2703,1.0472
1220,0.07645,92.5539,18.5364,3.2886,110.5325,1.0534
1221,0.07655,92.1451,18.5777,3.2711,110.7935,1.0595
1222,0.07665,92.0729,18.6188,3.2453,111.0533,1.0656
1223,0.0767,92.4429,18.6596,3.2777,111.3117,1.0715
1224,0.07685,92.3534,18.7002,3.2247,111.5685,1.0775
1225,0.07695,91.9626,18.7405,3.3326,111.824,1.0833
1226,0.07715,92.4513,18.7807,3.2647,112.0784,1.0891
1227,0.07735,92.147,18.8207,3.2285,112.3324,1.0948
1228,0.0776,92.3316,18.8608,3.2472,112.5867,1.1003
1229,0.07775,92.439,18.901,3.3614,112.8418,1.1056
1230,0.0779,92.3792,18.9413,3.285,113.0977,1.1107
1231,0.07815,92.0677,18.9816,3.2732,113.3535,1.1157
1232,0.0784,92.164,19.0219,3.3219,113.6099,1.1206
1233,0.0787,92.3202,19.0625,3.2935,113.8675,1.1252
1234,0.07895,92.3548,19.1032,3.3269,114.1269,1.1297
1235,0.07915,92.214,19.1443,3.3013,114.3882,1.1339
1236,0.07935,92.3699,19.1855,3.3474,114.6508,1.1379
1237,0.0796,92.2403,19.2268,3.404,114.9142,1.1418
1238,0.07985,92.146,19.2683,3.3038,115.1785,1.1456
1239,0.08005,91.8944,19.31,3.3744,115.4441,1.1492
1240,0.08025,92.0632,19.3518,3.3157,115.7109,1.1527
1241,0.0804,92.1302,19.3937,3.326,115.9783,1.1561
1242,0.08055,92.1697,19.4356,3.3491,116.2459,1.1595
1243,0.08065,91.9572,19.4774,3.3426,116.5132,1.1628
1244,0.0807,91.9266,19.5191,3.33,116.7797,1.1661
1245,0.08075,92.1408,19.5605,3.2863,117.0446,1.1695
1246,0.0807,92.1648,19.6015,3.3129,117.3073,1.1731
1247,0.0807,91.9278,19.6421,3.4162,117.5669,1.1768
1248,0.0806,91.7822,19.682,3.4776,117.8229,1.1807
1249,0.08055,91.913,19.7213,3.32,118.0749,1.1848
1250,0.08055,91.9444,19.7599,3.3709,118.3223,1.1891
1251,0.0805,92.0174,19.7978,3.4526,118.5657,1.1937
1252,0.0804,91.2882,19.8351,3.4052,118.8053,1.1984
1253,0.08025,92.1709,19.8717,3.488,119.0404,1.2034
1254,0.08005,91.5696,19.9075,3.3762,119.2702,1.2087
1255,0.0799,91.7409,19.9423,3.4019,119.4938,1.2143
1256,0.0798,91.6151,19.976,3.3252,119.711,1.2202
1257,0.0797,91.7614,20.0088,3.3758,119.9223,1.2265
1258,0.07955,91.6633,20.0408,3.5122,120.1284,1.233
1259,0.0795,91.9878,20.0719,3.4635,120.329,1.2397
1260,0.07945,92.1805,20.1023,3.4214,120.5245,1.2467
1261,0.0795,91.7488,20.1319,3.4726,120.7157,1.2538
1262,0.0795,91.7845,20.161,3.4207,120.9035,1.2609
1263,0.07955,91.6783,20.1897,3.4947,121.0887,1.2681
1264,0.0796,92.0293,20.218,3.3582,121.2716,1.2752
1265,0.0796,91.6732,20.2459,3.5367,121.4525,1.2823
1266,0.07965,91.8715,20.2736,3.4831,121.6313,1.2893
1267,0.0796,91.7222,20.3009,3.514,121.808,1.2963
1268,0.07965,91.8093,20.3277,3.4438,121.982,1.3033
1269,0.07975,91.933,20.3542,3.4121,122.1536,1.3103
1270,0.0798,91.9937,20.3804,3.4138,122.3235,1.3172
1271,0.07985,91.6122,20.4064,3.3783,122.4921,1.3241
1272,0.08,91.6552,20.4322,3.5064,122.6592,1.3308
1273,0.0801,91.703,20.4578,3.4118,122.8255,1.3374
1274,0.08025,91.6975,20.4833,3.5768,122.9914,1.3438
1275,0.0804,91.9324,20.5089,3.4747,123.1573,1.35
1276,0.0805,91.7045,20.5344,3.5887,123.3235,1.356
1277,0.08065,91.6445,20.56,3.5137,123.4898,1.3618
1278,0.08085,91.3517,20.5855,3.4592,123.6562,1.3675
1279,0.081,91.7091,20.6112,3.531,123.8233,1.3728
1280,0.0812,91.8502,20.637,3.6233,123.9914,1.378
1281,0.0813,91.9176,20.6629,3.5083,124.1604,1.3829
1282,0.08145,91.8733,20.6889,3.5172,124.33,1.3876
1283,0.0816,91.6084,20.715,3.5636,124.4999,1.3922
1284,0.08175,91.569,20.741,3.5732,124.6701,1.3966
1285,0.082,91.9525,20.7672,3.5216,124.8407,1.4009
1286,0.0823,91.2057,20.7935,3.5875,125.0125,1.405
1287,0.0827,91.8944,20.8201,3.5122,125.1866,1.4088
1288,0.083,91.6719,20.8473,3.5502,125.3646,1.4121
1289,0.0832,91.4434,20.8751,3.6318,125.5468,1.415
1290,0.08335,91.7036,20.9034,3.6238,125.7319,1.4176
1291,0.08345,91.4383,20.9319,3.6609,125.9186,1.42
1292,0.08345,91.793,20.9604,3.6129,126.1056,1.4223
1293,0.08355,91.8915,20.9888,3.6267,126.2914,1.4248
1294,0.08365,91.8679,21.0169,3.5443,126.4758,1.4273
1295,0.08375,91.5137,21.0448,3.6131,126.659,1.4299
1296,0.08385,91.3675,21.0726,3.6271,126.8414,1.4325
1297,0.0839,91.3581,21.1002,3.5868,127.023,1.4352
1298,0.084,91.3122,21.1276,3.6938,127.2034,1.4379
1299,0.0841,91.376,21.1549,3.6883,127.3825,1.4407
1300,0.08415,91.0747,21.182,3.5864,127.5608,1.4434
1301,0.0843,91.5502,21.2088,3.5447,127.7379,1.4463
1302,0.0845,91.5731,21.2356,3.5219,127.9141,1.4491
1303,0.0847,91.4096,21.2624,3.6284,128.0907,1.4518
1304,0.08485,91.2728,21.2893,3.5718,128.2683,1.4544
1305,0.08495,91.4185,21.3163,3.5886,128.4467,1.4569
1306,0.08495,91.289,21.3434,3.7035,128.6253,1.4593
1307,0.0849,91.3346,21.3703,3.582,128.8029,1.4618
1308,0.08495,91.496,21.3967,3.6592,128.9778,1.4644
1309,0.0851,91.4968,21.4228,3.6064,129.1501,1.4672
1310,0.08535,91.1338,21.4486,3.5733,129.321,1.4701
1311,0.08565,91.5353,21.4745,3.7198,129.4925,1.4729
1312,0.086,91.2249,21.5007,3.707,129.6662,1.4754
1313,0.08625,91.0936,21.5274,3.7014,129.8432,1.4775
1314,0.08655,90.8115,21.5547,3.6731,130.0236,1.4793
1315,0.08685,91.0226,21.5823,3.6634,130.207,1.4809
1316,0.08715,91.262,21.6104,3.6717,130.3938,1.4821
1317,0.08745,91.105,21.6391,3.7226,130.5838,1.4831
1318,0.08765,90.8743,21.6682,3.6793,130.7771,1.4838
1319,0.0878,91.3861,21.6976,3.6388,130.9729,1.4844
1320,0.08795,91.4874,21.7272,3.6402,131.1699,1.4849
1321,0.088,91.144,21.7569,3.7803,131.3674,1.4855
1322,0.088,91.2341,21.7865,3.7037,131.5643,1.4861
1323,0.088,91.4125,21.8158,3.6036,131.7593,1.4869
1324,0.0881,91.0642,21.8446,3.6745,131.9516,1.4881
1325,0.08815,91.0211,21.8731,3.6887,132.1417,1.4894
1326,0.08825,91.2618,21.9013,3.7455,132.3299,1.4909
1327,0.0883,91.1209,21.9293,3.8074,132.5165,1.4926
1328,0.0883,91.0589,21.957,3.8033,132.7016,1.4944
1329,0.0882,91.0591,21.9843,3.7219,132.8844,1.4964
1330,0.08805,91.1528,22.0111,3.7148,133.0638,1.4987
